NAAM;RECHTSVORM;ADRES;POSTCODE;PLAATS;TRANSPORT MANAGER;VERGUNNING;GELDIG TOT;AANTAL;;
Bouw Internationaal Pluimveetransport B.V.;BV;Domstraat 56 A;3864 PR;NIJKERKERVEEN;;EUR;02-04-18;16;;
Transportbedrijf Tom van Kleinwee B.V.;BV;Molensteijn 52;3454 PT;DE MEERN;;EUR;01-01-18;12;;
B.J. Kieft, h.o.n. Transportbedrijf B.J. Kieft;Eenmanszaak;Krachtighuizerkern 5;3881 PK;PUTTEN;;EUR;01-01-18;1;;
De Viersprong Bloemenexpresse B.V.;BV;Tijm 12;5331 DK;KERKDRIEL;;NAT;;7;;
Transportbedrijf Gebr. van Mullem V.o.f.;VOF;Bunschotenweg 200 Havennummer 26;3089 KC;ROTTERDAM;;EUR;01-01-18;2;;
P.J.T. de Dood V.o.f.;VOF;2e Velddwarsweg 3;3646 AV;WAVERVEEN;;EUR;11-04-18;4;;
Oldenburger Transport B.V.;BV;Handelsweg 16;9301 ZN;RODEN;;EUR;01-01-18;61;;
Nic. Koot B.V.;BV;Groothandelsmarkt 198;3044 HG;ROTTERDAM;;EUR;01-01-18;28;;
Smit Transport B.V.;BV;Haatlanderdijk 51 A;8263 AP;KAMPEN;;EUR;01-01-18;14;;
J. Aalbers;Eenmanszaak;Oude Wetering 141;8293 PE;MASTENBROEK;;EUR;01-01-18;1;;
Bolk Tank/Distributie Transport B.V.;BV;Plesmanweg 3;7602 PD;ALMELO;;EUR;01-01-18;24;;
S.A. Alma, h.o.n. Transportbedrijf Alma;Eenmanszaak;'t Noord 18 B;9283 TB;SURHUIZUM;;NAT;;1;;
De Mooij Transport B.V.;BV;Industrieweg 82;2712 LC;ZOETERMEER;;EUR;13-10-19;5;;
Internationaal Transportbedrijf Tinie Manders B.V.;BV;Spaarpot Oost 4;5667 KT;GELDROP;;EUR;14-09-19;39;;
Pieterse Containerhandel en Transport B.V.;BV;Stobbeweg 11;2461 EX;TER AAR;;EUR;01-01-18;2;;
C.J.M. Vergouwen, h.o.n. Vergouwen Transport;Eenmanszaak;Pagnevaartweg 86;4731 ZZ;OUDENBOSCH;;EUR;01-01-18;1;;
A. Uitslag;Eenmanszaak;Hoevendwarsweg 1;7722 PP;DALFSEN;;EUR;01-01-18;6;;
V.o.f. Transportbedrijf De Groot;VOF;Zuidzijde 121;2977 XE;GOUDRIAAN;;EUR;01-01-18;1;;
Floribunda B.V.;BV;Zouteveenseweg 2  A;2636 EH;SCHIPLUIDEN;;EUR;01-01-18;4;;
J.L.A. Alink, h.o.n. Camaro-Trans;Eenmanszaak;De Havik 95;7591 JW;DENEKAMP;;EUR;01-01-18;2;;
J. Overbeek, h.o.n. Road Runner Sneltransport;Eenmanszaak;Windsorhof 12;3329 BG;DORDRECHT;;EUR;01-01-18;7;;
T.P. Oosterom, h.o.n. T.P. Oosterom Transporten;Eenmanszaak;Prins Alexanderlaan 62;2912 AM;NIEUWERKERK A/D IJSSEL;;EUR;01-01-18;1;;
Benny Nauta Internationaal Transport B.V.;BV;De Hammeringen 6;9045 PV;BEETGUMERMOLEN;;EUR;01-01-18;15;;
M.W.G. Broekhuis, h.o.n. M. Broekhuis  ;Eenmanszaak;De Kamp 15;7678 CC;GEESTEREN;;EUR;01-01-18;1;;
Transportbedrijf Dirk van de Kamp en Zonen C.V.   ;Commanditaire venn. met meerdere beh. vennoten;Voorthuizerstraat 192  B;3881 SM;PUTTEN;;EUR;01-01-18;6;;
B.V. Delta Transport International (D.T.I.)  ;BV;Folkstoneweg  202;1118 LN;SCHIPHOL;;EUR;01-01-18;15;;
De Hoop Wegtransport B.V.   ;BV;Kapitein van Zijlllaan 1  A;3405 AA;BENSCHOP;;EUR;01-01-18;49;;
V.o.f. Transportbedrijf Firma gebrs. Groen ;VOF;Koematen 41;8331 TK;STEENWIJK;;EUR;01-01-18;14;;
De Vries Road & Rail Logistics B.V.  ;BV;Biensma 32;9001 ZZ;GROU;;EUR;18-12-16;10;;
H.J.F. Borsboom     ;Eenmanszaak;Grathemerweg 46;6037 RP;KELPEN-OLER;;EUR;01-01-18;3;;
Transport Rien Boom & Zoon B.V.     ;BV;Griendweg 50;4209 DB;SCHELLUINEN;;EUR;01-01-18;23;;
V.o.f. Transportbedrijf W. Musch    ;VOF;Haven Zuidzijde 15;9679 TD;SCHEEMDA;;EUR;01-01-18;1;;
Transportbedrijf J. Nicola & Zn. B.V.    ;BV;Jagtlustkade 6 A;2171 AG;SASSENHEIM;;EUR;01-01-18;7;;
C.L. van Keulen, h.o.n. Cornelis L. van Keulen Transportbedrijf   ;Eenmanszaak;Voltaweg 23;4338 PS;MIDDELBURG;;EUR;01-01-18;1;;
Willem Kooter B.V.    ;BV;Duitslandlaan 7;2391 PC;HAZERSWOUDE-DORP;;EUR;01-01-18;7;;
Van Duijghuijzen Handel en Transport V.o.f.   ;VOF;Industrieweg 9;6651 KR;DRUTEN;;EUR;01-01-18;2;;
J. Viergever, h.o.n. Handels- en Transportbedrijf J. Viergever;Eenmanszaak;Noorddijk 11;4311 GV;BRUINISSE;;EUR;01-01-18;1;;
Van Paridon Bussum Transport B.V.    ;BV;De Boomgaard 28;1243 HV;'s-GRAVELAND;;EUR;01-01-18;3;;
Transportbedrijf Fievet B.V.   ;BV;Koelemei 30-32;4816 JD;BREDA;;EUR;01-01-18;5;;
P.H.B. Kiel, h.o.n. AR Transport en Consultancy ;Eenmanszaak;De Malthezer 37;5735 JH;AARLE RIXTEL;;EUR;01-01-18;1;;
F.G.M. Philippi B.V.  ;BV;Koningsweg 50;3886 KD;GARDEREN;;EUR;01-01-18;4;;
Piek Transport & Reparatie B.V. ;BV;Distributieweg 21;4387 PL;VLISSINGEN;;EUR;01-01-18;2;;
Internationaal Transportbedrijf V.O.F. T.&H. Algera  ;VOF;GràftswÉl 28;9036 LN;MENALDUM;;EUR;01-01-18;1;;
J. Sikma, h.o.n. Sikma Trans ;Eenmanszaak;Parallelweg 89;2182 CR;HILLEGOM;;EUR;12-11-15;2;;
V.o.f. Internationaal Transportbedrijf Kemkes    ;VOF;Kerkweg 51;4121 KR;EVERDINGEN;;EUR;24-05-17;2;;
Transportbedrijf van Egmond Nijverdal B.V.   ;BV;Industrieweg 17;7442 CV;NIJVERDAL;;EUR;18-07-18;10;;
V.o.f. Van den Boogaard-Donkers, h.o.n. Transportbedrijf Van den Boogaard;VOF;Veldsestraat 23;6613 AJ;BALGOIJ;;EUR;01-01-18;1;;
A.H.I.H. Kooter, h.o.n. Alfred Kooter Handel en Transport ;Eenmanszaak;Hoogeveenseweg 13;2731 LA;BENTHUIZEN;;EUR;01-01-18;1;;
V.o.f. Internationaal Transport Jan Broek ;VOF;Warnenhovenstraat 2;1972 ED;IJMUIDEN;;EUR;01-01-18;3;;
V.o.f. Vereijken Transport ;VOF;Oudestraat 38;5421 WE;GEMERT;;EUR;05-02-17;1;;
G. Wissels en Zoon B.V.   ;BV;Verlengde Ooyerhoekseweg 13;7207 BJ;ZUTPHEN;;EUR;01-05-17;10;;
R.A.T. Hoesen, h.o.n. Hoesen Transport Ledeacker   ;Eenmanszaak;Nullen 20;5846 AD;LEDEACKER;;EUR;01-01-18;1;;
Snelweg Transport & Koerierservice B.V.  ;BV;Ringersstraat 9;3125 BP;SCHIEDAM;;EUR;01-01-18;26;;
H.J. van Zwetselaar, h.o.n. Transportbedrijf H.J. van Zwetselaar;Eenmanszaak;Brinkstraat 11;4033 CW;LIENDEN;;EUR;01-01-18;1;;
C.A. van de Water, h.o.n. Transportbedrijf C.A. van de Water ;Eenmanszaak;Klaverweg  8;4157 JA;ENSPIJK;;EUR;01-01-18;1;;
B & E Sneltransport B.V.  ;BV;Zalmweg 7-11;4941 VX;RAAMSDONKSVEER;;EUR;01-01-18;11;;
Expeditiebedrijf C. van den Heuvel en Zonen B.V. ;BV;Techniekweg 14;4207 HD;GORINCHEM;;EUR;01-01-18;52;;
P.G. Korver Transport B.V. ;BV;De Hooge Hoek 9;3927 GG;RENSWOUDE;;EUR;01-01-18;18;;
R. de Vos, h.o.n. Tivo Internationaal Transport ;Eenmanszaak;Laarweg 83;6721 DC;BENNEKOM;;EUR;01-01-18;2;;
J.J.H. Cabo, h.o.n. H.C. Transport ;Eenmanszaak;Brusselseweg 807;6218 NA;MAASTRICHT;;EUR;01-01-18;1;;
International Trading Bemmel Holland B.V.     ;BV;Kattenleger 17;6681 DT;BEMMEL;;EUR;01-01-18;2;;
R. Buitenhuis    ;Eenmanszaak;Mispellaan 12;7954 HH;ROUVEEN;;EUR;01-01-18;1;;
B.V. Transportbedrijf D.J. van Noord en Zoon    ;BV;Marijkestraat 1;4175 LP;HAAFTEN;;EUR;01-01-18;4;;
V.o.f. Transportbedrijf A.W.P. van Lith;VOF;Reekseweg 20;5411 RB;ZEELAND;;EUR;01-01-18;14;;
Gromes-Plender Beheer B.V.;BV;Spoorstraat 20;8271 RH;IJSSELMUIDEN;;EUR;01-01-18;19;;
Schavemaker Containers B.V.  ;BV;Lijndenweg 17;1948 ND;BEVERWIJK;;EUR;01-01-18;17;;
V.o.f. Oestrans Int. Transport ;VOF;Hanedreef 11;4756 BK;KRUISLAND;;EUR;01-01-18;1;;
J. Kor, h.o.n. Johan Kor Transport en Opslag ;Eenmanszaak;Hoofdweg 124;9697 NP;BLIJHAM;;EUR;01-01-18;2;;
Vishandel Sterkenburg B.V.   ;BV;Haven 9;9976 VN;LAUWERSOOG;;EUR;01-01-18;1;;
A.M.H.S. Greve, h.o.n. G-Trans ;Eenmanszaak;Expediteursweg 43;5915 PD;VENLO;;EUR;01-01-18;3;;
V.o.f. Transportond. Fa. H. de Vries Kzn.     ;VOF;Elensterweg 27;9971 BA;ULRUM;;EUR;01-01-18;5;;
R. Vlot en Zn. B.V.   ;BV;Sportlaan 401;3364 DK;SLIEDRECHT;;EUR;01-01-18;20;;
Expeditiebedrijf J. Brouwers & Zn. B.V.      ;BV;De Meerheuvel 14;5221 EA;'s-HERTOGENBOSCH;;EUR;01-01-18;4;;
Van Gameren Transport B.V.  ;BV;Veersedijk 281;3341 LM;HENDRIK IDO AMBACHT;;EUR;01-01-18;7;;
K.A. van Wingaarden, h.o.n. K.A. van Wingaarden Transportbedrijf   ;Eenmanszaak;Laege Es 24;7075 GD;VARSSEVELD;;EUR;01-01-18;1;;
G. Heijns, h.o.n. G. Heijns Trucking;Eenmanszaak;Beukenpad 16;2461 DR;TER AAR;;EUR;01-01-18;1;;
E. Schreuder, h.o.n. Schreuder Internationale en Nationale Transporten  ;Eenmanszaak;Eenumerweg 1;9914 PT;ZEERIJP;;EUR;08-12-19;1;;
P.J. Bos, h.o.n. Peter-Jan Bos Transport Nieuwkoop  ;Eenmanszaak;Zinkschaar 5;2421 MT;NIEUWKOOP;;EUR;01-01-18;1;;
K. Maat Transport V.o.f.   ;VOF;Van den Boetzelaerlaan 28;2967 XC;LANGERAK;;EUR;01-01-18;1;;
Groen Transport B.V.    ;BV;Veerweg 12;2957 CP;NIEUW LEKKERLAND;;EUR;01-01-18;6;;
W. van Leusen, h.o.n. v. Leusen Fouragehandel en Transportbedrijf    ;Eenmanszaak;Van Dijksweg 14;8276 BH;ZALK;;EUR;01-01-18;1;;
P.A.A. Gehlen, h.o.n. Gehlen Sneltransport  ;Eenmanszaak;Waarderweg 59  A;6065 EW;MONTFORT;;EUR;01-01-18;2;;
R. Doornenbal, h.o.n. Fa. R. Doornenbal en Zn.  ;Eenmanszaak;Monnickendammerjaagweg 6;1135 RD;EDAM;;EUR;01-01-18;1;;
R. den Boon, h.o.n. R. den Boon Internationaal Transport  ;Eenmanszaak;Nijverheidsweg 50 A;2821 AZ;STOLWIJK;;EUR;01-01-18;1;;
V.o.f. Weeda Transport   ;VOF;Vlietweg 2;4791 EZ;KLUNDERT;;EUR;01-01-18;11;;
HeJa V.o.f., h.o.n. HeJa Transporten   ;VOF;Beukenlaan 15;2451 XJ;LEIMUIDEN;;EUR;01-01-18;1;;
Boektrans Ltd.  ; Buitenlandse rechtsvorm c.q. onderneming;Gorzenweg 9;3274 LL;HEINENOORD;;EUR;01-01-18;1;;
I. van den Broek Internationaal Transport B.V.    ;BV;Machineweg 21;1394 AS;NEDERHORST DEN BERG;;EUR;01-01-18;6;;
Bots-Ras Transport V.o.f.  ;VOF;Parallelweg West 20;5554 KA;VALKENSWAARD;;EUR;01-09-18;4;;
H.K. Kijk in de Vegte, h.o.n. H.K.V. Transport;Eenmanszaak;Klinkerweg 17;7772 SJ;HARDENBERG;;EUR;01-01-18;1;;
Transportbedrijf Mussche V.o.f. ;VOF;Roelof Brinkstraat 5;7951 DW;STAPHORST;;EUR;01-01-18;8;;
P. van den Berg, h.o.n. Firma P. van den Berg Transport   ;Eenmanszaak;Kilstraat 6;3363 CE;SLIEDRECHT;;EUR;01-01-18;1;;
Den Ouden Tanktransport B.V.    ;BV;Edisonweg 14  A;2952 AD;ALBLASSERDAM;;EUR;01-01-18;49;;
Friedi Slegers B.V.;BV;Lagedijk 28  A;5705 BZ;HELMOND;;EUR;01-01-18;15;;
Gebrs. Rokx Transport B.V.;BV;Penningweg 38;4879 AG;ETTEN-LEUR;;EUR;01-01-18;8;;
Meerkerk Transport V.o.f.;VOF;Brandwijksedijk 27;2974 LC;BRANDWIJK;;EUR;01-01-18;1;;
Mulder Montage B.V.;BV;Hoorn 406;2404 HL;ALPHEN A/D RIJN;;EUR;01-01-18;6;;
J. van den Brink Transport V.o.f.;VOF;Galileistraat 37;3902 HR;VEENENDAAL;;EUR;01-01-18;1;;
Oostendorp Verhuizingen V.o.f.;VOF;Elsbroekplantsoen 10;1507 KP;ZAANDAM;;EUR;04-09-19;3;;
Aannemers- en Transportbedrijven Klip B.V.;BV;Nijverheidsweg 16;9981 GJ;UITHUIZEN;;EUR;01-01-18;4;;
Autop Autoverhuur Sittard B.V.;BV;Arendstraat 2;6135 KT;SITTARD;;EUR;01-01-18;30;;
Bork Transport B.V.;BV;Stephensonstraat 61-63;7903 AS;HOOGEVEEN;;EUR;01-01-18;7;;
Broekman Distribution Services B.V.;BV;de Vlotkampweg 67;6545 AE;NIJMEGEN;;EUR;01-01-18;12;;
Algemeen Transportbedrijf T. Veldhoen B.V.;BV;Emdenstraat 7;7418 BR;DEVENTER;;EUR;01-01-18;6;;
Transportbedrijf H. Stoter B.V.;BV;Kleiland 19;8271 RV;IJSSELMUIDEN;;EUR;01-01-18;22;;
Bessems Transport V.o.f.;VOF;Ben Verstappensingel 29;5953 PW;REUVER;;EUR;01-01-18;2;;
Holtrage V.o.f.;VOF;De Schakel 22;4191 XR;GELDERMALSEN;;EUR;01-01-18;3;;
J. Verhoeven, h.o.n. Jan Verhoeven Transport;Eenmanszaak;Hoofdweg 134;9945 PK;WAGENBORGEN;;EUR;01-01-18;2;;
Grondverzet -Machineverhuur Baarlo B.V.;BV;Pratwinkel 5;5991 NP;BAARLO;;EUR;01-01-18;6;;
C.W. van Schaik, h.o.n. Kees van Schaik;Eenmanszaak;Graafdijk 1;3411 JT;LOPIK;;EUR;01-01-18;1;;
L.M. Aardoom, h.o.n. Transardo;Eenmanszaak;Goudsbloemstraat 4;3295 SG;'s-GRAVENDEEL;;EUR;01-01-18;3;;
Transportbedrijf Kuipers B.V., h.o.n. Bor Transporten;BV;Mispelhoefstraat 12;5651 GL;EINDHOVEN;;EUR;01-01-18;37;;
Duim Verhuizingen B.V.;BV;Dukdalfweg 50;1041 BE;AMSTERDAM;;EUR;01-01-18;3;;
J. Zwama, h.o.n. Zwama Transport Bedrijf Grijpskerk;Eenmanszaak;Kievitsweg 19;9843 HA;GRIJPSKERK;;EUR;01-01-18;12;;
L & T Transport B.V.;BV;Industriestraat 4;4715 RL;RUCPHEN;;EUR;01-01-18;6;;
Transportbedrijf Feringa V.o.f.;VOF;Weddermarke 7;9698 AX;WEDDE;;EUR;01-01-18;1;;
"V.o.f. Handelsonderneming ""Primu""";VOF;Binnendamseweg 50;3381 GC;GIESSENBURG;;EUR;01-01-18;2;;
Homatra B.V.;BV;Nedereindsevaart 4;3602 AE;MAARSSEN;;EUR;28-12-19;6;;
DHL International B.V.;BV;Anchoragelaan 32;1118 LD;SCHIPHOL;;EUR;25-06-18;365;;
SITA Recycling Services West B.V.;BV;Waalhaven 50;3089 JJ;ROTTERDAM;;EUR;01-01-18;251;;
A. Wiersma, h.o.n. D.W. de Jong Transport;Eenmanszaak;Trekweg 148  A;8763 MJ;PARREGA;;EUR;01-01-18;4;;
G.A. Henrion Verpoorten, h.o.n. Henrion Transport;Eenmanszaak;Weerdingerkanaal ZZ 260;7831 AR;NIEUW WEERDINGE;;EUR;01-01-18;1;;
J.H. van den Biggelaar, h.o.n. John van den Biggelaar Internationaal Transport;Eenmanszaak;De Smagt 40;5425 VS;DE MORTEL;;EUR;01-01-18;1;;
J.G.M. Eijkenboom;Eenmanszaak;Kennedystraat 19;6235 CG;ULESTRATEN;;EUR;01-01-18;4;;
Verbruggen Internationaal Transport B.V.;BV;Van Heemstraweg 128  E;6621 KL;DREUMEL;;EUR;01-01-18;34;;
J.C. Vries, h.o.n. J.C. Vries Internationaal Transport;Eenmanszaak;Dorpsstraat 8;1747 HD;TUITJENHORN;;EUR;01-01-18;1;;
BCTN Trucking B.V.;BV;Kerkenbos 1103 C;6546 BC;NIJMEGEN;;EUR;01-01-18;14;;
V.o.f. A. den Hollander;VOF;Schansweg 27;4791 RA;KLUNDERT;;EUR;01-01-18;3;;
LT-Transporten V.o.f.;VOF;De Padweie 23;4353 RW;SEROOSKERKE;;EUR;01-01-18;3;;
J.J.R. Rattink, h.o.n. AlgÇra Transport;Eenmanszaak;Aalbosweg 21;8171 MA;VAASSEN;;EUR;01-01-18;13;;
Timmers Transport V.o.f.;VOF;Hazeldonk 2 A;4772 PA;LANGEWEG;;EUR;01-01-18;3;;
V.o.f. Wim van Weverwijk Transport;VOF;Tienhovenseweg 13;4124 KV;HAGESTEIN;;EUR;01-01-18;1;;
V.o.f. Transportbedrijf Krousen;VOF;Kaffebergsweg 78;6468 AJ;KERKRADE;;EUR;01-01-18;1;;
Logistiek Centrum Seto B.V.;BV;Brabantsehoek 8;5071 NM;UDENHOUT;;EUR;01-01-18;4;;
Fouragehandel Fa. Gietema V.o.f.;VOF;Hemdijk 1;8765 PA;TJERKWERD;;EUR;01-01-18;5;;
W. Thierry, h.o.n. Wim Thierry Transport Stompwijk;Eenmanszaak;Doctor van Noortstraat 60;2266 GZ;LEIDSCHENDAM;;EUR;01-01-18;1;;
L. Zijderhand, h.o.n. T. Zijderhand en Zoon;Eenmanszaak;Bredeweg 5-7;2751 GG;MOERKAPELLE;;EUR;01-01-18;4;;
J.B. Achterberg, h.o.n. Intern. Transportbedrijf J.B. Achterberg;Eenmanszaak;Schras 40;6744 WV;EDERVEEN;;EUR;01-01-18;1;;
P.A. Vink, h.o.n. Peter Vink Transport;Eenmanszaak;De Geer 1 A;4284 VW;RIJSWIJK;;EUR;02-04-18;1;;
V.o.f. Reinhoudt Internationaal Transport;VOF;Diaconielaan 41;4443 AN;NISSE;;EUR;01-01-18;1;;
V.o.f. Lubbers Transport;VOF;Nieuwe Dijk 4;7921 XC;ZUIDWOLDE;;EUR;25-09-17;12;;
M.C.J. Schellekens;Eenmanszaak;Ambachtstraat 27;5481 SM;SCHIJNDEL;;EUR;01-01-18;1;;
V.o.f. Faber & Zn. Internationaal Transport;VOF;T£nkerij 42;8501 TJ;JOURE;;EUR;01-01-18;3;;
Janssen Transport Verhuur B.V.;BV;Sleperweg 16;6222 NK;MAASTRICHT;;EUR;01-01-18;21;;
V.o.f. Transport G. Holwerda;VOF;Gariperwei 30;9216 VK;OUDEGA;;EUR;01-01-18;1;;
J.P.W. Molenaar, h.o.n. Molenaar Transport;Eenmanszaak;van der Burchstraat 14;2064 WJ;SPAARNDAM;;EUR;01-01-18;4;;
Transportbedrijf P.C. Vink B.V.;BV;Noordeinde 56;2445 XG;AARLANDERVEEN;;EUR;01-01-18;3;;
H. Groeneveld Fourage B.V.;BV;Dijkje 5;4284 VN;RIJSWIJK;;EUR;01-01-18;1;;
A. Scheurwater, h.o.n. Firma Gebr. Scheurwater;Eenmanszaak;J. Wigeliusstraat 21;4196 AH;TRICHT;;EUR;01-01-18;1;;
Eitens Haren B.V.;BV;Felland 5  A;9755 TA;HAREN;;EUR;01-01-18;5;;
J.E. Locht, h.o.n. Locht Transport;Eenmanszaak;Jousterweg 75;8465 PB;OUDEHASKE;;EUR;01-01-18;1;;
G.G.P. Crienen & Zn. V.o.f.;VOF;Baarlosestraat 330;5926 PN;VENLO;;EUR;01-01-18;2;;
H. Smidt, h.o.n. Horizon Transport & Koeriersdienst;Eenmanszaak;Middenweg 110;1702 HC;HEERHUGOWAARD;;EUR;17-03-19;1;;
Louis Reijers Transport V.o.f.;VOF;Het Blik 21;7141 TH;GROENLO;;EUR;07-04-18;2;;
G.G.K. Vries, h.o.n. F. Vries Transport;Eenmanszaak;Antoniusstraat 14;6011 SE;ELL;;EUR;01-01-18;1;;
Transportbedrijf Toon Nîllgen B.V.;BV;Benzenrade 27;6419 PG;HEERLEN;;EUR;06-01-18;6;;
Transportbedrijf Hoekstra V.o.f.;VOF;Schoterlandseweg 31;8414 LM;NIEUWEHORNE;;EUR;01-01-18;1;;
E. van Leusen;Eenmanszaak;Heinoseweg 47;8026 PB;ZWOLLE;;EUR;04-06-18;1;;
G.W. van Tuyl, h.o.n. Gerco van Tuyl Transport;Eenmanszaak;Blommendaal 62;4231 DD;MEERKERK;;EUR;01-01-18;1;;
Holwerda Transport Drachten B.V.;BV;De Steiger 139;1351 AM;ALMERE;;EUR;01-01-18;36;;
V.o.f. Transportbedrijf C. Faro;VOF;Prinsenstraat 26;5109 TJ;'s-GRAVENMOER;;EUR;01-01-18;1;;
G.W. van Middendorp;Eenmanszaak;Duitsekampweg 7;6874 BT;WOLFHEZE;;EUR;01-01-18;1;;
V.o.f. Heinsdijk-Lako;VOF;Philipsweg 4;4508 NP;WATERLANDKERKJE;;EUR;01-01-18;1;;
O.F. Gout, h.o.n. Olaf Gout Transport;Eenmanszaak;Wolga 167;2911 RE;NIEUWERKERK A/D IJSSEL;;EUR;01-01-18;1;;
Kamerman Transport B.V.;BV;Koolhovenlaan 100;1119 NH;SCHIPHOL-RIJK;;EUR;01-01-18;33;;
Transport J. Niezen B.V.;BV;Industrieweg 10;1115 AE;DUIVENDRECHT;;EUR;01-01-18;12;;
Eddy de Rijk Transport V.o.f.;VOF;Hanzeweg 13;7591 BK;DENEKAMP;;EUR;01-01-18;12;;
V.o.f. Van Limpt Transport en Steenhandel;VOF;Vloeieind 21;5094 CL;LAGE MIERDE;;EUR;01-01-18;3;;
Transportbedrijf Beene Bles B.V.;BV;Boarnsterdijk  45;8491 AS;AKKRUM;;EUR;01-01-18;1;;
V.o.f. B. IJsselstein Transport;VOF;Zoutverkoperstraat 1;3334 KJ;ZWIJNDRECHT;;EUR;01-01-18;9;;
J.P. Koeriersdienst B.V.;BV;Weerestraat 10;3044 BG;ROTTERDAM;;EUR;01-01-18;9;;
R.S. Blok, h.o.n. Blok Blaricum;Eenmanszaak;Rietgors 47;3755 GA;EEMNES;;EUR;01-01-18;2;;
M. Hoekman, h.o.n. HVT Internationaal Transport;Eenmanszaak;Looiersplantsoen 23;7478 AR;DIEPENHEIM;;EUR;01-01-18;3;;
V.o.f. Skippi Sneltransport;VOF;van Boisotring 43;2722 AA;ZOETERMEER;;EUR;01-01-18;3;;
C.W. Keeman, h.o.n. C.W. Keeman Transport;Eenmanszaak;Burgemeester Hoogenboomlaan 48;1718 BJ;HOOGWOUD;;EUR;01-01-18;1;;
Transportbedrijf W. de Leeuw V.o.f.;VOF;Achterweg 2;4124 AG;HAGESTEIN;;EUR;01-01-18;5;;
V.o.f. Herwegh Internationaal Transport;VOF;Emmabaan 24;4576 ED;KOEWACHT;;EUR;01-01-18;1;;
Daad Transport B.V.;BV;Ketelweg 53-57;3356 LD;PAPENDRECHT;;EUR;01-01-18;10;;
R.C. Leeflang, h.o.n. Leeflang Transport;Eenmanszaak;Brielsestraat 95;3251 CD;STELLENDAM;;EUR;01-01-18;1;;
Sentrucks B.V.;BV;Het Aanleg 9-10;9951 SJ;WINSUM;;EUR;01-01-18;3;;
Abrex B.V., h.o.n. Abrex Logistics;BV;Spoorakkerweg 17;5071 NC;UDENHOUT;;EUR;01-01-18;85;;
Marcel Segers B.V.;BV;Hazeldonk 6505;4836 LD;BREDA;;EUR;01-01-18;5;;
G.T.G. Oost B.V.;BV;Einsteinweg 10;7741 KP;COEVORDEN;;EUR;01-01-18;15;;
P.B. Fusers, h.o.n. Fusers Internationale Transporten;Eenmanszaak;Molenveldweg 2;5953 KT;REUVER;;EUR;01-01-18;2;;
Th.P.C. de Zwart, h.o.n. Internationaal Transportbedrijf Theo de Zwart;Eenmanszaak;Tomberstraat 9;6124 AK;PAPENHOVEN;;EUR;01-01-18;1;;
H.P. Bax, h.o.n. Bax Transport;Eenmanszaak;Reiger 3;2693 AL;'s-GRAVENZANDE;;EUR;01-01-18;1;;
Dusseldorp ISM Transport B.V.;BV;Galileistraat 18;7131 PE;LICHTENVOORDE;;EUR;01-01-18;16;;
Grondwerken Van den Broek B.V.;BV;Runstraat 11  A;5427 ED;BOEKEL;;EUR;01-01-18;3;;
V.o.f. Transportbedrijf R.E. van 't Hart;VOF;Koedood 20;2993 AL;BARENDRECHT;;EUR;01-01-18;1;;
V.o.f. Wiggers Transport;VOF;Oerdijk 48;7433 AB;SCHALKHAAR;;EUR;30-09-18;5;;
De Hoop en Blom Transport B.V.;BV;Lekdijk 24 A;2967 GA;LANGERAK;;EUR;01-01-18;19;;
Heuhsen Internationaal Transport B.V., h.o.n. H.I.T. Transport;BV;Zilverplak 4;5931 LX;TEGELEN;;EUR;01-01-18;5;;
Limburgse Snelkoeriers B.V.;BV;Schutterstraat 26 M;6191 RZ;BEEK;;EUR;12-03-18;3;;
A. Paulusma Transporten B.V.;BV;Westerbuorren 9;9212 PK;BOORNBERGUM;;NAT;;3;;
S.C.G. Groentjes, h.o.n. Firma Groentjes;Eenmanszaak;Hollander 16;1531 NN;WORMER;;EUR;01-01-18;2;;
Ribo B.V.;BV;Huddingweg 18;3882 LW;PUTTEN;;EUR;01-01-18;6;;
C. van Woerkum, h.o.n. Transportbedrijf Van Woerkum;Eenmanszaak;Beatrixstraat 22;4174 GD;HELLOUW;;EUR;01-01-18;1;;
Bergman V.o.f.;VOF;Korenschuur 48;5066 EX;MOERGESTEL;;EUR;01-01-18;1;;
Transportbedrijf van den Brink V.o.f.;VOF;Vrouwenweg 2;3864 DZ;NIJKERKERVEEN;;EUR;30-01-19;1;;
V.o.f. Internationaal Transport Abels;VOF;Christiaan Eberhardstraat 14;9693 BJ;BAD NIEUWESCHANS;;EUR;01-01-18;3;;
V.o.f. Fa. Gebr. Plomp;VOF;Hofstraat 10  A;3273 AH;WESTMAAS;;EUR;01-01-18;11;;
V.o.f. P.H.G. BrassÇ en Zn. Transporten;VOF;Groot Berghem 42;6235 BL;ULESTRATEN;;EUR;01-01-18;7;;
Marco de Kok Transportbedrijf B.V.;BV;Stationssingel 110;5371 BB;RAVENSTEIN;;EUR;01-01-18;4;;
V.o.f. Riethandel Miedema;VOF;Gytsjerksterhoeke 37;9061 AX;GYTSJERK;;EUR;01-01-18;4;;
Heijra Transport B.V.;BV;De Luther 4;5095 AC;HOOGE MIERDE;;EUR;01-01-18;12;;
O.C.M. de Vaal, h.o.n. De Vaal Transport;Eenmanszaak;Molenweg 11;6617 BB;BERGHAREN;;EUR;01-01-18;1;;
L.P. Timmermans;Eenmanszaak;Hazepad 26;5256 KZ;OUDHEUSDEN;;EUR;01-01-18;1;;
